product_id,product,subcategory,category,retail_price
1017,Fenty Beauty Mattemoiselle Plush Matte Flamingo Acid,"bath oils, bubbles and soaks",Body care,20.0
1018,Fenty Beauty Mattemoiselle Plush Matte Spanked Dusty Rose,body moisturizers,Body care,17.0
1019,Fenty Beauty Skin Long-Wear Weightless Foundation,"bath oils, bubbles and soaks",Body care,19.0
1020,Fenty Beauty Stay Naked Foundation,body moisturizers,Body care,24.0
1021,Fenty Beauty Stunna Lip Paint Unattached Bright Coral,body moisturizers,Body care,17.0
1022,Fenty Beauty Stunna Lip Paint Uncensored Red,face masks and exfoliators,Body care,12.0
1023,Fenty Beauty Stunna Lip Paint Uncuffed Mauve Nude,face masks and exfoliators,Body care,15.0
1024,Fenty Beauty Stunna Lip Paint Unveil Brown Nude,body moisturizers,Body care,11.0
1025,Fenty Beauty Teint Idole Ultra Wear Foundation,face moisturizing products,Face care,27.0
1026,Fenty Beauty Your Skin But Better CC+ Cream,"bath oils, bubbles and soaks",Body care,30.0
1027,First Aid Beauty Ultra Repair Instant Oatmeal Mask,"bath oils, bubbles and soaks",Body care,14.0
1028,Fresh Black Tea Instant Perfecting Mask,body moisturizers,Body care,11.0
1029,Fresh Creme Ancienne Ultimate Nourishing Honey Mask,Nail care products,Body care,9.0
1030,Fresh Lotus Youth Preserve Rescue Mask,body moisturizers,Body care,18.0
1031,Fresh Peony Brightening Night Treatment Mask,"bath oils, bubbles and soaks",Body care,15.0
1032,Fresh Rose Deep Hydration Sleeping Mask,face masks and exfoliators,Body care,13.0
1033,Fresh Rose Face Mask,body moisturizers,Body care,15.0
1034,Fresh Sugar Face Polish,"bath oils, bubbles and soaks",Body care,14.0
1035,Fresh Umbrian Clay Mattifying Mask,body moisturizers,Body care,18.0
1036,Fresh Umbrian Clay Purifying Mask,Nail care products,Body care,14.0
1037,Fresh Vitamin Nectar Vibrancy-Boosting Face Mask,"bath oils, bubbles and soaks",Body care,10.0
1038,GNC B-Complex,body moisturizers,Body care,47.0
1039,GNC Biotin,face masks and exfoliators,Body care,23.0
1040,GNC CoQ10,"bath oils, bubbles and soaks",Body care,43.0
1041,GNC Collagen Peptides,"bath oils, bubbles and soaks",Body care,41.0
1042,GNC Elderberry Gummies,body moisturizers,Body care,34.0
1043,GNC Glucosamine Chondroitin,Body soaps and washes,Body care,45.0
1044,GNC Iron Supplement,"bath oils, bubbles and soaks",Body care,22.0
1045,GNC Prenatal Multivitamin,"bath oils, bubbles and soaks",Body care,50.0
1046,GNC Probiotics,"bath oils, bubbles and soaks",Body care,30.0
1047,GNC Silver Multivitamin,Nail care products,Body care,38.0
1048,GNC Vitamin C,"bath oils, bubbles and soaks",Body care,40.0
1049,GNC Zinc Tablets,"bath oils, bubbles and soaks",Body care,50.0
1050,Garden of Life B-Complex,"bath oils, bubbles and soaks",Body care,20.0
1051,Garden of Life Elderberry Gummies,body moisturizers,Body care,38.0
1052,Garden of Life Glucosamine Chondroitin,"bath oils, bubbles and soaks",Body care,25.0
1053,Garden of Life Gold Standard Whey,face masks and exfoliators,Body care,38.0
1054,Garden of Life Magnesium Citrate,"bath oils, bubbles and soaks",Body care,48.0
1055,Garden of Life Melatonin,hand creams,Body care,25.0
1056,Garden of Life Multivitamin for Women,face masks and exfoliators,Body care,48.0
1057,Garden of Life Omega-3 Fish Oil,"bath oils, bubbles and soaks",Body care,48.0
1058,Garden of Life Prenatal Multivitamin,"bath oils, bubbles and soaks",Body care,24.0
1059,Garden of Life Probiotics,body moisturizers,Body care,37.0
1060,Garden of Life Turmeric Curcumin,Body soaps and washes,Body care,44.0
1061,Garden of Life Vitamin C,body moisturizers,Body care,21.0
1062,Garden of Life Vitamin D3,face masks and exfoliators,Body care,39.0
1063,Garden of Life Zinc Tablets,"bath oils, bubbles and soaks",Body care,47.0
1064,Garnier Fructis Curl Nourish Shampoo,"bath oils, bubbles and soaks",Body care,13.0
1065,Garnier Fructis Damage Eraser Conditioner,"bath oils, bubbles and soaks",Body care,25.0
1066,Garnier Fructis Damage Eraser Shampoo,"bath oils, bubbles and soaks",Body care,8.0
1067,Garnier Fructis Grow Strong Conditioner,hand creams,Body care,34.0
1068,Garnier Fructis Grow Strong Shampoo,hand creams,Body care,31.0
1069,Garnier Fructis Pure Clean Conditioner,Nail care products,Body care,7.0
1070,Garnier Fructis Pure Clean Fortifying Conditioner,body moisturizers,Body care,30.0
1071,Garnier Fructis Pure Clean Fortifying Shampoo,face masks and exfoliators,Body care,12.0
1072,Garnier Fructis Pure Clean Shampoo,body moisturizers,Body care,15.0
1073,Garnier Fructis Sleek & Shine Conditioner,face moisturizing products,Face care,39.0
1074,Garnier Fructis Sleek & Shine Shampoo,"bath oils, bubbles and soaks",Body care,28.0
1075,Garnier Fructis Sleek & Shine Zero Conditioner,"bath oils, bubbles and soaks",Body care,13.0
1076,Garnier Fructis Sleek & Shine Zero Shampoo,"bath oils, bubbles and soaks",Body care,28.0
1077,Garnier Fructis Triple Nutrition Conditioner,Nail care products,Body care,5.0
1078,Garnier Fructis Triple Nutrition Shampoo,"bath oils, bubbles and soaks",Body care,10.0
1079,Garnier Nutrisse Nourishing Hair Color Creme - Butternut,body moisturizers,Body care,11.0
1080,Garnier Nutrisse Nourishing Hair Color Creme - Cherry Cola,"bath oils, bubbles and soaks",Body care,13.0
1081,Garnier Nutrisse Nourishing Hair Color Creme - Dark Chocolate Brown,hand creams,Body care,8.0
1082,Garnier Nutrisse Nourishing Hair Color Creme - Dark Intense Burgundy,"bath oils, bubbles and soaks",Body care,18.0
1083,Garnier Nutrisse Nourishing Hair Color Creme - Dark Mahogany Red,"bath oils, bubbles and soaks",Body care,19.0
1084,Garnier Nutrisse Nourishing Hair Color Creme - Golden Caramel,body moisturizers,Body care,16.0
1085,Garnier Nutrisse Nourishing Hair Color Creme - Honey Blonde,"bath oils, bubbles and soaks",Body care,17.0
1086,Garnier Nutrisse Nourishing Hair Color Creme - Intense Copper,face masks and exfoliators,Body care,20.0
1087,Garnier Nutrisse Nourishing Hair Color Creme - Light Golden Blonde,Body soaps and washes,Body care,16.0
1088,Garnier Nutrisse Nourishing Hair Color Creme - Light Natural Blonde,shampoos and conditioners,Hair care,15.0
1089,Garnier Nutrisse Nourishing Hair Color Creme - Light Natural Brown,Body soaps and washes,Body care,11.0
1090,Garnier Nutrisse Nourishing Hair Color Creme - Mocha Brown,Body soaps and washes,Body care,10.0
1091,Garnier Nutrisse Nourishing Hair Color Creme - Natural Blue Black,body moisturizers,Body care,8.0
1092,Garnier Nutrisse Nourishing Hair Color Creme - Red Velvet,face moisturizing products,Face care,9.0
1093,Garnier Nutrisse Nourishing Hair Color Creme - Soft Black,"bath oils, bubbles and soaks",Body care,15.0
1094,Garnier Nutrisse Nourishing Hair Color Creme - Soft Black Cherry,"bath oils, bubbles and soaks",Body care,12.0
1095,Garnier Nutrisse Nourishing Hair Color Creme - Soft Golden Brown,face masks and exfoliators,Body care,8.0
1096,Garnier Nutrisse Nourishing Hair Color Creme - Soft Light Brown,face moisturizing products,Face care,10.0
1097,Garnier Nutrisse Nourishing Hair Color Creme - Soft Mahogany Dark Brown,hand creams,Body care,14.0
1098,Garnier Nutrisse Nourishing Hair Color Creme - Soft Mahogany Red,body moisturizers,Body care,18.0
1099,Garnier Nutrisse Nourishing Hair Color Creme - Warm Mocha,"bath oils, bubbles and soaks",Body care,9.0
1100,Garnier Nutrisse Ultra Color - Cool Caramel,Body soaps and washes,Body care,13.0
1101,Garnier Nutrisse Ultra Color - Dark Intense Violet,body moisturizers,Body care,15.0
1102,Garnier Nutrisse Ultra Color - Dark Mahogany Brown,"bath oils, bubbles and soaks",Body care,20.0
1103,Garnier Nutrisse Ultra Color - Deep Intense Auburn,"bath oils, bubbles and soaks",Body care,20.0
1104,Garnier Nutrisse Ultra Color - Deep Intense Burgundy,hand creams,Body care,10.0
1105,Garnier Nutrisse Ultra Color - Golden Blonde,body moisturizers,Body care,17.0
1106,Garnier Nutrisse Ultra Color - Golden Brown,"bath oils, bubbles and soaks",Body care,11.0
1107,Garnier Nutrisse Ultra Color - Golden Honey,"bath oils, bubbles and soaks",Body care,15.0
1108,Garnier Nutrisse Ultra Color - Intense Black Cherry,"bath oils, bubbles and soaks",Body care,15.0
1109,Garnier Nutrisse Ultra Color - Intense Burgundy,"bath oils, bubbles and soaks",Body care,10.0
1110,Garnier Nutrisse Ultra Color - Intense Ruby Red,"bath oils, bubbles and soaks",Body care,18.0
1111,Garnier Nutrisse Ultra Color - Light Copper,"bath oils, bubbles and soaks",Body care,16.0
1112,Garnier Nutrisse Ultra Color - Light Golden Brown,Body soaps and washes,Body care,12.0
1113,Garnier Nutrisse Ultra Color - Light Reddish Brown,body moisturizers,Body care,8.0
1114,Garnier Nutrisse Ultra Color - Medium Golden Brown,"bath oils, bubbles and soaks",Body care,15.0
1115,Garnier Nutrisse Ultra Color - Mocha Brown,hand creams,Body care,11.0
1116,Garnier Nutrisse Ultra Color - Plum Black,hand creams,Body care,11.0
1117,Garnier Nutrisse Ultra Color - R3 Light Intense Auburn,vitamins and supplements,Body care,19.0
1118,Garnier Nutrisse Ultra Color - Warm Chestnut Brown,"bath oils, bubbles and soaks",Body care,12.0
1119,Garnier Olia Ammonia-Free Hair Color - Dark Rose Quartz,"bath oils, bubbles and soaks",Body care,11.0
1120,Garnier Olia Ammonia-Free Hair Color - Intense Copper Red,"bath oils, bubbles and soaks",Body care,16.0
1121,Garnier Olia Ammonia-Free Hair Color - Light Golden Brown,face masks and exfoliators,Body care,8.0
1122,Garnier Olia Ammonia-Free Hair Color - Light Pearl Blonde,hand creams,Body care,11.0
1123,Garnier Olia Ammonia-Free Hair Color - Medium Natural Brown,"bath oils, bubbles and soaks",Body care,16.0
1124,Garnier Olia Ammonia-Free Hair Color - Medium Rose Blonde,Body soaps and washes,Body care,12.0
1125,Garnier Olia Ammonia-Free Hair Color - Medium Rose Gold,Body soaps and washes,Body care,17.0
1126,Garnier Olia Ammonia-Free Hair Color - Medium Warm Red,foundations and concealers,Make up,19.0
1127,Garnier Olia Ammonia-Free Hair Color - Soft Rose Blonde,"bath oils, bubbles and soaks",Body care,8.0
1128,Garnier Olia Ammonia-Free Hair Color - Warm Copper,hand creams,Body care,9.0
1129,Garnier Olia Bold - Dark Burgundy,"bath oils, bubbles and soaks",Body care,13.0
1130,Garnier Olia Bold - Dark Platinum Blonde,"bath oils, bubbles and soaks",Body care,18.0
1131,Garnier Olia Bold - Deep Red,Body soaps and washes,Body care,8.0
1132,Garnier Olia Bold - Light Iridescent Blonde,Body soaps and washes,Body care,17.0
1133,Garnier Olia Bold - Light Lavender,body moisturizers,Body care,9.0
1134,Garnier Olia Bold - Medium Blonde,vitamins and supplements,Body care,11.0
1135,Garnier Olia Bold - Medium Rose Gold,face moisturizing products,Face care,17.0
1136,Garnier Olia Bold - Silver Gray,Nail care products,Body care,11.0
1137,Garnier Olia Bold - Smokey Blue,"bath oils, bubbles and soaks",Body care,8.0
1138,Garnier SkinActive 24H Moisture Rescue Gel-Cream,face masks and exfoliators,Body care,12.0
1139,Garnier SkinActive 3-in-1 Face Moisturizer with Aloe,Body soaps and washes,Body care,42.0
1140,Garnier SkinActive Aqua Bomb Anti-Fatigue Water-Cream Moisturizer,"bath oils, bubbles and soaks",Body care,25.0
1141,Garnier SkinActive BB Cream Anti-Aging Moisturizer,"bath oils, bubbles and soaks",Body care,14.0
1142,Garnier SkinActive Balancing 3-in-1 Moisturizer,body moisturizers,Body care,38.0
1143,Garnier SkinActive Balancing Moisturizer with Green Tea,Body soaps and washes,Body care,18.0
1144,Garnier SkinActive Clearly Brighter Anti-Puff Eye Roller,hand creams,Body care,47.0
1145,Garnier SkinActive Clearly Brighter Brightening & Smoothing Daily Moisturizer SPF 15,Body soaps and washes,Body care,25.0
1146,Garnier SkinActive Glow Boost 2-in-1 Facial Mask + Scrub,"bath oils, bubbles and soaks",Body care,37.0
1147,Garnier SkinActive Glow Boost Illuminating Moisturizer,body moisturizers,Body care,34.0
1148,Garnier SkinActive Hydrating 3-in-1 Face Moisturizer with Rose Water,"bath oils, bubbles and soaks",Body care,44.0
1149,Garnier SkinActive Micellar Cleansing Water,hand creams,Body care,15.0
1150,Garnier SkinActive Micellar Foaming Cleanser,"candles, sprays, diffusers",Home and Accessories,49.0
1151,Garnier SkinActive Miracle Anti-Fatigue Wake-Up Hydra-Gel Moisturizer,Nail care products,Body care,11.0
1152,Garnier SkinActive Miracle Skin Perfector Anti-Aging BB Cream,"bath oils, bubbles and soaks",Body care,49.0
1153,Garnier SkinActive Miracle Skin Perfector BB Cream,"bath oils, bubbles and soaks",Body care,13.0
1154,Garnier SkinActive Moisture Bomb SPF 30 Antioxidant Moisturizer,Body soaps and washes,Body care,9.0
1155,Garnier SkinActive Moisture Bomb SPF 30 Moisturizer,vitamins and supplements,Body care,24.0
1156,Garnier SkinActive Moisture Bomb Super Hydrating Antioxidant Moisturizer,body moisturizers,Body care,40.0
1157,Garnier SkinActive Moisture Bomb The Antioxidant Super Moisturizer,Body soaps and washes,Body care,41.0
1158,Garnier SkinActive Moisture Rescue Refreshing Gel-Cream,face masks and exfoliators,Body care,10.0
1159,Garnier SkinActive Pure Active 3-in-1 Charcoal,"bath oils, bubbles and soaks",Body care,42.0
1160,Garnier SkinActive Rose Water Moisturizer,body moisturizers,Body care,25.0
1161,Garnier SkinActive Soothing 3-in-1 Face Moisturizer with Rose Water,face masks and exfoliators,Body care,47.0
1162,Garnier SkinActive Soothing Facial Mist with Rose Water,shampoos and conditioners,Hair care,48.0
1163,Garnier SkinActive Soothing Rose Water 3-in-1 Moisturizer,Nail care products,Body care,42.0
1164,Garnier SkinActive Soothing Rose Water Cleansing Milk,"bath oils, bubbles and soaks",Body care,24.0
1165,Garnier SkinActive Super Hydrating Sheet Mask,Body soaps and washes,Body care,19.0
1166,Garnier SkinActive The Gentle Clarifying Cleansing Gel,body moisturizers,Body care,46.0
1167,Garnier SkinActive The Gentle Sulfate-Free Cleanser,body moisturizers,Body care,19.0
1168,Garnier SkinActive Ultra-Lift Anti-Wrinkle Firming Moisturizer,face masks and exfoliators,Body care,37.0
1169,Garnier SkinActive Ultra-Lift Anti-Wrinkle Firming Night Cream,hand creams,Body care,44.0
1170,Garnier SkinActive Ultra-Lift Miracle Sleeping Cream,"bath oils, bubbles and soaks",Body care,34.0
1171,Garnier SkinActive Ultra-Lift Transformer Anti-Age Skin Corrector,Nail care products,Body care,14.0
1172,Garnier SkinActive Water Rose 24H Moisture Gel,"bath oils, bubbles and soaks",Body care,14.0
1173,Garnier Whole Blends Argan Oil & Almond Cream Conditioner,"bath oils, bubbles and soaks",Body care,40.0
1174,Garnier Whole Blends Argan Oil & Almond Cream Shampoo,Nail care products,Body care,4.0
1175,Garnier Whole Blends Coconut Water & Vanilla Milk Extracts Conditioner,"bath oils, bubbles and soaks",Body care,8.0
1176,Garnier Whole Blends Coconut Water & Vanilla Milk Extracts Shampoo,hand creams,Body care,38.0
1177,Garnier Whole Blends Honey Treasures Conditioner,"bath oils, bubbles and soaks",Body care,12.0
1178,Garnier Whole Blends Honey Treasures Shampoo,"bath oils, bubbles and soaks",Body care,6.0
1179,Garnier Whole Blends Oat Delicacy Conditioner,body moisturizers,Body care,13.0
1180,Garnier Whole Blends Oat Delicacy Shampoo,"bath oils, bubbles and soaks",Body care,21.0
1181,Giorgio Armani Airbrush Flawless Foundation,Nail care products,Body care,29.0
1182,Giorgio Armani Fit Me Foundation,"bath oils, bubbles and soaks",Body care,28.0
1183,Giorgio Armani Flawless Fusion Ultra-Longwear Foundation,"bath oils, bubbles and soaks",Body care,35.0
1184,Giorgio Armani Flowerbomb,face moisturizing products,Face care,71.0
1185,Giorgio Armani Gentleman,Nail care products,Body care,53.0
1186,Giorgio Armani Her Eau de Parfum,Body soaps and washes,Body care,113.0
1187,Giorgio Armani Invictus,Nail care products,Body care,97.0
1188,Giorgio Armani L'Interdit,body moisturizers,Body care,62.0
1189,Giorgio Armani Libre,vitamins and supplements,Body care,62.0
1190,Giorgio Armani Pro Filt'r Foundation,vitamins and supplements,Body care,26.0
1191,Giorgio Armani Studio Skin 24 Hour Foundation,"bath oils, bubbles and soaks",Body care,14.0
1192,Giorgio Armani Terre d'Hermès,Nail care products,Body care,105.0
1193,Givenchy Daisy,Body soaps and washes,Body care,67.0
1194,Givenchy Explorer,body moisturizers,Body care,67.0
1195,Givenchy Gentleman,vitamins and supplements,Body care,40.0
1196,Givenchy J'adore,Nail care products,Body care,54.0
1197,Givenchy Joy,vitamins and supplements,Body care,55.0
1198,Givenchy Le Rouge Deep Velvet Rouge Saphir,Accessories,Home and Accessories,8.0
1199,Givenchy Le Rouge Night Noir Night in Red,shampoos and conditioners,Hair care,8.0
1200,Glamglow Berryglow Probiotic Recovery Mask,"bath oils, bubbles and soaks",Body care,9.0
1201,Glamglow Brightmud Eye Treatment,"bath oils, bubbles and soaks",Body care,17.0
1202,Glamglow Bubblesheet Oxygenating Deep Cleanse Mask,body moisturizers,Body care,11.0
1203,Glamglow Flashmud Brightening Treatment,"bath oils, bubbles and soaks",Body care,13.0
1204,Glamglow Galacticleanse Hydrating Jelly Balm Cleanser,Body soaps and washes,Body care,18.0
1205,Glamglow Good in Bed Passionfruit Softening Night Cream,"bath oils, bubbles and soaks",Body care,8.0
1206,Glamglow Gravitymud Firming Treatment,"bath oils, bubbles and soaks",Body care,8.0
1207,Glamglow Instamud 60-Second Pore-Refining Treatment,"bath oils, bubbles and soaks",Body care,14.0
1208,Glamglow Poutmud Fizzy Lip Exfoliating Treatment,body moisturizers,Body care,13.0
1209,Glamglow Powercleanse Daily Dual Cleanser,"bath oils, bubbles and soaks",Body care,18.0
1210,Glamglow Powermud Dualcleanse Treatment,"bath oils, bubbles and soaks",Body care,12.0
1211,Glamglow Supercleanse Clearing Cream-to-Foam Cleanser,"bath oils, bubbles and soaks",Body care,14.0
1212,Glamglow Supermud Clearing Treatment,Nail care products,Body care,17.0
1213,Glamglow Supertoner Exfoliating Acid Solution,"bath oils, bubbles and soaks",Body care,15.0
1214,Glamglow Superwatergel Triple-Acid Oil-Free Moisturizer,"bath oils, bubbles and soaks",Body care,10.0
